Driver,LapNumber,GapTime
VER,0.667,0.0
NOR,0.667,0.855
PIA,0.667,1.252
LEC,0.667,1.6440000000000001
RUS,0.667,2.087
ANT,0.667,4.164
BOR,0.667,2.9859999999999998
ALO,0.667,2.414
TSU,0.667,3.729
HAM,0.667,3.577
BEA,0.667,4.522
HUL,0.667,
SAI,0.667,4.728
ALB,0.667,4.983
OCO,0.667,5.128
STR,0.667,6.103
COL,0.667,6.459
LAW,0.667,5.474
HAD,0.667,7.7219999999999995
GAS,0.667,8.578
VER,1.000,0.0
NOR,1.000,0.425
PIA,1.000,0.825
LEC,1.000,1.205
RUS,1.000,1.764
ANT,1.000,4.582
BOR,1.000,2.9290000000000003
ALO,1.000,2.499
TSU,1.000,4.27
HAM,1.000,3.305
BEA,1.000,4.864
HUL,1.000,
SAI,1.000,5.348
ALB,1.000,5.723
OCO,1.000,6.129
STR,1.000,6.848
COL,1.000,7.239
LAW,1.000,6.379
HAD,1.000,7.78
GAS,1.000,8.55
VER,1.333,0.436
NOR,1.333,0.0
PIA,1.333,0.686
LEC,1.333,0.616
RUS,1.333,1.448
ANT,1.333,4.181
BOR,1.333,2.586
ALO,1.333,2.628
TSU,1.333,3.959
HAM,1.333,2.888
BEA,1.333,4.688
SAI,1.333,5.119
ALB,1.333,5.506
OCO,1.333,6.44
STR,1.333,6.498
COL,1.333,7.37
LAW,1.333,6.703
HAD,1.333,7.883
GAS,1.333,8.769
VER,1.667,0.722
NOR,1.667,0.0
PIA,1.667,1.815
LEC,1.667,1.417
RUS,1.667,2.23
ANT,1.667,5.261
BOR,1.667,2.966
ALO,1.667,3.421
TSU,1.667,4.6690000000000005
HAM,1.667,3.956
BEA,1.667,5.494
SAI,1.667,5.912
ALB,1.667,6.329
OCO,1.667,6.803
STR,1.667,8.429
COL,1.667,9.005
LAW,1.667,7.796
HAD,1.667,9.366
GAS,1.667,9.981
VER,2.000,0.624
NOR,2.000,0.0
PIA,2.000,2.414
LEC,2.000,2.11
RUS,2.000,2.866
ANT,2.000,5.795
BOR,2.000,3.607
ALO,2.000,4.2379999999999995
TSU,2.000,5.289
HAM,2.000,4.675
BEA,2.000,6.235
SAI,2.000,6.72
ALB,2.000,7.245
OCO,2.000,7.725
STR,2.000,9.088
COL,2.000,9.779
LAW,2.000,8.451
HAD,2.000,10.243
GAS,2.000,10.932
VER,2.333,0.212
NOR,2.333,0.0
PIA,2.333,3.214
LEC,2.333,2.481
RUS,2.333,3.547
ANT,2.333,5.633
BOR,2.333,3.536
ALO,2.333,4.232
TSU,2.333,5.345
HAM,2.333,4.514
BEA,2.333,6.115
SAI,2.333,6.598
ALB,2.333,7.031
OCO,2.333,7.456
STR,2.333,9.067
COL,2.333,9.803
LAW,2.333,8.221
HAD,2.333,10.228
GAS,2.333,11.024
VER,2.667,0.495
NOR,2.667,0.0
PIA,2.667,3.431
LEC,2.667,3.076
RUS,2.667,4.171
ANT,2.667,6.851
BOR,2.667,4.689
ALO,2.667,5.378
TSU,2.667,6.393
HAM,2.667,5.801
BEA,2.667,7.091
SAI,2.667,7.668
ALB,2.667,8.025
OCO,2.667,8.436
STR,2.667,9.763
COL,2.667,10.738
LAW,2.667,8.985
HAD,2.667,11.448
GAS,2.667,12.24
VER,3.000,0.462
NOR,3.000,0.0
PIA,3.000,3.857
LEC,3.000,3.401
RUS,3.000,4.538
ANT,3.000,7.582
BOR,3.000,5.287
ALO,3.000,5.967
TSU,3.000,7.141
HAM,3.000,6.487
BEA,3.000,7.981
SAI,3.000,8.46
