Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2025-11-21 00:15:07,Other,RISK OF RAIN FOR F1 FIRST PRACTICE SESSION IS 10 %,,,,,,
2025-11-21 00:15:35,Flag,CLEAR IN TRACK SECTOR 10,,CLEAR,Sector,10.0,,
2025-11-21 00:15:36,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,,
2025-11-21 00:15:38,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,
2025-11-21 00:16:07,Other,TRACK TEST COMPLETED,,,,,,
2025-11-21 00:18:18,Other,LIGHT BLUE HEAD PADDING MATERIAL MUST BE USED,,,,,,
2025-11-21 00:15:07,Other,RISK OF RAIN FOR F1 FIRST PRACTICE SESSION IS 10 %,,,,,,
2025-11-21 00:18:18,Other,LIGHT BLUE HEAD PADDING MATERIAL MUST BE USED,,,,,,
2025-11-21 00:30:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2025-11-21 00:44:35,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,,
2025-11-21 00:44:36,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
2025-11-21 00:45:31,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,,
2025-11-21 00:45:32,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
2025-11-21 00:53:34,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,,
2025-11-21 00:53:41,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
2025-11-21 01:11:16,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,,
2025-11-21 01:11:27,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
2025-11-21 01:14:30,Other,INCIDENT INVOLVING CAR 5 (BOR) NOTED - YELLOW FLAG INFRINGEMENT,,,,,,
2025-11-21 01:15:39,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,,
2025-11-21 01:15:44,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
2025-11-21 01:17:40,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,,
2025-11-21 01:17:48,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
2025-11-21 01:23:14,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 5 (BOR) WILL BE INVESTIGATED AFTER THE SESSION - YELLOW FLAG INFRINGEMENT,,,,,,
2025-11-21 01:25:47,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,,
2025-11-21 01:25:53,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
2025-11-21 01:30:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2025-11-21 01:30:16,Other,FIRST CAR TO TAKE THE FLAG - CAR 30 (LAW),,,,,,
2025-11-21 01:30:24,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,,
2025-11-21 01:30:39,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,,
2025-11-21 01:37:10,Flag,DOUBLE YELLOW IN TRACK SECTOR 5,,DOUBLE YELLOW,Sector,5.0,,
2025-11-21 01:37:11,Other,DRS DISABLED IN ZONE 1,,,,,,
2025-11-21 01:37:37,Flag,DOUBLE YELLOW IN TRACK SECTOR 8,,DOUBLE YELLOW,Sector,8.0,,
2025-11-21 01:37:37,Flag,DOUBLE YELLOW IN TRACK SECTOR 9,,DOUBLE YELLOW,Sector,9.0,,
2025-11-21 01:38:08,Flag,YELLOW IN TRACK SECTOR 6,,YELLOW,Sector,6.0,,
2025-11-21 01:38:11,Flag,DOUBLE YELLOW IN TRACK SECTOR 6,,DOUBLE YELLOW,Sector,6.0,,
2025-11-21 01:38:31,Flag,DOUBLE YELLOW IN TRACK SECTOR 16,,DOUBLE YELLOW,Sector,16.0,,
2025-11-21 01:38:32,Other,DRS DISABLED IN ZONE 2,,,,,,
2025-11-21 01:38:33,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,,
2025-11-21 01:38:33,Other,DRS ENABLED IN ZONE 2,,,,,,
2025-11-21 01:39:24,Flag,DOUBLE YELLOW IN TRACK SECTOR 16,,DOUBLE YELLOW,Sector,16.0,,
2025-11-21 01:39:25,Other,DRS DISABLED IN ZONE 2,,,,,,
