Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2025-12-05 09:16:40,Other,RISK OF RAIN FOR F1 FIRST PRACTICE SESSION IS 10%,,,,,,
2025-12-05 09:22:17,Flag,CLEAR IN TRACK SECTOR 4,,CLEAR,Sector,4.0,,
2025-12-05 09:30:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2025-12-05 09:35:27,Other,TURN 11 INCIDENT INVOLVING CARS 46 (BRO) AND 6 (HAD) NOTED - IMPEDING,,,,,,
2025-12-05 09:36:28,Flag,YELLOW IN TRACK SECTOR 28,,YELLOW,Sector,28.0,,
2025-12-05 09:36:29,Flag,DOUBLE YELLOW IN TRACK SECTOR 28,,DOUBLE YELLOW,Sector,28.0,,
2025-12-05 09:36:31,Flag,CLEAR IN TRACK SECTOR 28,,CLEAR,Sector,28.0,,
2025-12-05 09:36:49,Other,CAR 63 (RUS) TIME 1:27.168 DELETED - TRACK LIMITS AT TURN 1 LAP 3 13:34:18,,,,,,
2025-12-05 09:37:29,Other,CAR 63 (RUS) TIME 1:27.168 WILL BE REINSTATED,,,,,,
2025-12-05 09:38:30,Other,FIA STEWARDS: TURN 11 INCIDENT INVOLVING CARS 46 (BRO) AND 6 (HAD) REVIEWED NO FURTHER INVESTIGATION - IMPEDING,,,,,,
2025-12-05 10:08:34,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 2,,,,,,
2025-12-05 10:16:51,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,
2025-12-05 10:30:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2025-12-05 10:30:12,Other,FIRST CAR TO TAKE THE FLAG - CAR 27 (HUL),,,,,,
2025-12-05 10:45:06,Other,RISK OF RAIN FOR F2 QUALIFYING SESSION IS 0%,,,,,,
