Driver,LapNumber,GapTime
VER,0.667,0.0
GAS,0.667,6.761
ANT,0.667,4.082
ALO,0.667,5.712
LEC,0.667,1.178
STR,0.667,8.376
TSU,0.667,5.252
ALB,0.667,14.934
HUL,0.667,5.492
LAW,0.667,6.026
OCO,0.667,7.171
NOR,0.667,1.834
COL,0.667,7.783
HAM,0.667,2.306
BOR,0.667,7.851
SAI,0.667,4.664
HAD,0.667,8.776
RUS,0.667,3.45
PIA,0.667,3.067
BEA,0.667,4.405
VER,1.000,0.0
GAS,1.000,8.475999999999999
ANT,1.000,4.987
ALO,1.000,7.36
LEC,1.000,1.376
STR,1.000,10.048
TSU,1.000,6.402
ALB,1.000,16.62
HUL,1.000,7.02
LAW,1.000,7.89
OCO,1.000,9.07
NOR,1.000,2.103
COL,1.000,9.765
HAM,1.000,2.83
BOR,1.000,9.103
SAI,1.000,6.048
HAD,1.000,10.762
RUS,1.000,4.055
PIA,1.000,3.803
BEA,1.000,5.648
VER,1.333,0.0
GAS,1.333,9.714
ANT,1.333,5.745
ALO,1.333,8.449
LEC,1.333,1.537
STR,1.333,11.478
TSU,1.333,7.219
ALB,1.333,17.017
HUL,1.333,7.79
LAW,1.333,9.018
OCO,1.333,10.371
NOR,1.333,2.356
COL,1.333,10.884
HAM,1.333,2.944
BOR,1.333,9.989
SAI,1.333,6.836
HAD,1.333,12.057
RUS,1.333,4.495
PIA,1.333,4.088
BEA,1.333,6.3629999999999995
VER,1.667,0.0
GAS,1.667,10.226
ANT,1.667,5.984
ALO,1.667,8.747
LEC,1.667,1.589
STR,1.667,11.832
TSU,1.667,7.369
ALB,1.667,17.832
HUL,1.667,8.021
LAW,1.667,9.524000000000001
OCO,1.667,11.557
NOR,1.667,2.302
COL,1.667,11.349
HAM,1.667,2.957
BOR,1.667,10.623
SAI,1.667,6.838
HAD,1.667,13.519
RUS,1.667,4.428
PIA,1.667,3.825
BEA,1.667,6.541
VER,2.000,0.0
GAS,2.000,11.339
ANT,2.000,6.242
ALO,2.000,9.677
LEC,2.000,1.72
STR,2.000,13.533
TSU,2.000,8.326
ALB,2.000,19.005
HUL,2.000,8.926
LAW,2.000,10.508
OCO,2.000,13.302
NOR,2.000,2.649
COL,2.000,12.674
HAM,2.000,3.55
BOR,2.000,11.776
SAI,2.000,7.24
HAD,2.000,14.768
RUS,2.000,4.844
PIA,2.000,4.304
BEA,2.000,7.989
VER,2.333,0.0
GAS,2.333,11.436
ANT,2.333,6.148
ALO,2.333,9.945
LEC,2.333,1.642
STR,2.333,14.193
TSU,2.333,7.951
ALB,2.333,19.108
HUL,2.333,9.039
LAW,2.333,10.695
OCO,2.333,13.595
NOR,2.333,2.462
COL,2.333,12.934
HAM,2.333,3.203
BOR,2.333,11.885
SAI,2.333,6.941
HAD,2.333,15.076
RUS,2.333,4.729
PIA,2.333,4.164
BEA,2.333,8.496
VER,2.667,0.0
GAS,2.667,11.935
ANT,2.667,6.153
ALO,2.667,10.227
LEC,2.667,1.87
STR,2.667,14.208
TSU,2.667,7.74
ALB,2.667,19.494
HUL,2.667,9.368
LAW,2.667,10.975
OCO,2.667,14.267
NOR,2.667,2.002
COL,2.667,13.527
HAM,2.667,2.949
BOR,2.667,12.462
SAI,2.667,6.612
HAD,2.667,16.395
RUS,2.667,4.71
PIA,2.667,3.907
BEA,2.667,8.873
VER,3.000,0.0
GAS,3.000,13.219
ANT,3.000,6.556
ALO,3.000,11.195
LEC,3.000,2.436
STR,3.000,15.645
TSU,3.000,8.354
ALB,3.000,20.659
HUL,3.000,10.408
LAW,3.000,12.021
OCO,3.000,16.271
NOR,3.000,3.093
COL,3.000,14.846
HAM,3.000,3.776
BOR,3.000,13.74
SAI,3.000,7.498
HAD,3.000,17.77
RUS,3.000,5.502
PIA,3.000,4.606
BEA,3.000,9.652
VER,3.333,0.0
