Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2025-10-17 17:15:18,Other,PINK HEAD PADDING MATERIAL MUST BE USED,,,,,,
2025-10-17 17:15:32,Other,RISK OF RAIN FOR F1 FIRST PRACTICE SESSION IS 0%,,,,,,
2025-10-17 17:30:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2025-10-17 17:50:27,Flag,RED FLAG,,RED,Track,,,
2025-10-17 17:52:59,Flag,TRACK CLEAR,,CLEAR,Track,,,
2025-10-17 17:53:00,Drs,DRS ENABLED,ENABLED,,,,,
2025-10-17 17:53:15,Flag,DOUBLE YELLOW IN TRACK SECTOR 20,,DOUBLE YELLOW,Sector,20.0,,
2025-10-17 17:53:16,Other,DRS DISABLED IN ZONE 2,,,,,,
2025-10-17 17:53:23,Other,DRS ENABLED IN ZONE 2,,,,,,
2025-10-17 17:53:23,Flag,CLEAR IN TRACK SECTOR 20,,CLEAR,Sector,20.0,,
2025-10-17 17:53:49,Other,SESSION WILL RESUME AT 12:55,,,,,,
2025-10-17 17:55:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2025-10-17 18:30:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2025-10-17 18:30:08,Other,FIRST CAR TO TAKE THE FLAG - CAR 10 (GAS),,,,,,
2025-10-17 18:30:26,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 5,,,,,,
2025-10-17 18:30:34,Flag,CLEAR IN TRACK SECTOR 5,,CLEAR,Sector,5.0,,
2025-10-17 18:39:30,Flag,DOUBLE YELLOW IN TRACK SECTOR 6,,DOUBLE YELLOW,Sector,6.0,,
