Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2022-11-18 12:45:04,Other,RISK OF RAIN FOR F1 SECOND PRACTICE SESSION IS 0%,,,,,
2022-11-18 13:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2022-11-18 13:34:56,Flag,DOUBLE YELLOW IN TRACK SECTOR 9,,DOUBLE YELLOW,Sector,9.0,
2022-11-18 13:34:57,Other,DRS DISABLED IN ZONE 1,,,,,
2022-11-18 13:34:57,Other,DRS ENABLED IN ZONE 1,,,,,
2022-11-18 13:34:57,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,
2022-11-18 13:36:15,CarEvent,CAR 5 (VET) MISSED THE APEX OF TURN 6,,,,,5
2022-11-18 13:48:05,CarEvent,CAR 16 (LEC) MISSED THE APEX OF TURN 6,,,,,16
2022-11-18 13:59:16,CarEvent,CAR 23 (ALB) MISSED THE APEX OF TURN 6,,,,,23
2022-11-18 14:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,
2022-11-18 14:00:21,Other,FIRST CAR TO TAKE THE FLAG - CAR 44 (HAM),,,,,
2022-11-18 14:25:05,Other,"SESSION TEMPERATURES: AIR = 28, TRACK = 33",,,,,
