Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2022-11-19 10:17:59,Other,DRS DISABLED IN ZONE 2,,,,,
2022-11-19 10:18:00,Other,DRS ENABLED IN ZONE 2,,,,,
2022-11-19 10:18:17,Other,DRS DISABLED IN ZONE 2,,,,,
2022-11-19 10:18:36,Other,DRS ENABLED IN ZONE 2,,,,,
2022-11-19 10:21:34,Other,BLUE HEAD PADDING MATERIAL MUST BE USED,,,,,
2022-11-19 10:30:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2022-11-19 10:53:11,Flag,DOUBLE YELLOW IN TRACK SECTOR 16,,DOUBLE YELLOW,Sector,16.0,
2022-11-19 10:53:12,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,
2022-11-19 10:53:21,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,
2022-11-19 10:53:28,Flag,YELLOW IN TRACK SECTOR 17,,YELLOW,Sector,17.0,
2022-11-19 10:53:32,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,
2022-11-19 10:53:36,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,
2022-11-19 10:58:42,Flag,RED FLAG,,RED,Track,,
2022-11-19 11:01:10,Other,SESSION WILL RESUME AT 15:02,,,,,
2022-11-19 11:01:17,Flag,TRACK CLEAR,,CLEAR,Track,,
2022-11-19 11:01:20,Drs,DRS ENABLED,ENABLED,,,,
2022-11-19 11:02:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2022-11-19 11:04:51,Other,TURN 5 INCIDENT INVOLVING CAR 44 (HAM) NOTED - FAILING TO SLOW UNDER RED FLAG,,,,,
2022-11-19 11:07:42,Other,FIA STEWARDS: TURN 5 INCIDENT INVOLVING CAR 44 (HAM) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO SLOW UNDER RED FLAG,,,,,
2022-11-19 11:09:59,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 14,,,,,
2022-11-19 11:10:01,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,
2022-11-19 11:30:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,
2022-11-19 11:30:18,Other,FIRST CAR TO TAKE THE FLAG - CAR 18 (STR),,,,,
