Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2022-10-28 20:51:36,Other,PINK HEAD PADDING MATERIAL MUST BE USED,,,,,
2022-10-28 21:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2022-10-28 21:32:34,Flag,YELLOW IN TRACK SECTOR 9,,YELLOW,Sector,9.0,
2022-10-28 21:32:40,Flag,RED FLAG,,RED,Track,,
2022-10-28 21:32:41,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,
2022-10-28 21:34:12,CarEvent,CAR 16 (LEC) STOPPED AT TURN 8,,,,,16
2022-10-28 21:50:09,Other,SESSION WILL RESUME AT 16:52,,,,,
2022-10-28 21:50:42,Flag,TRACK CLEAR,,CLEAR,Track,,
2022-10-28 21:50:47,Drs,DRS DISABLED,DISABLED,,,,
2022-10-28 21:52:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2022-10-28 22:27:34,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,
2022-10-28 22:28:08,Flag,RED FLAG,,RED,Track,,
2022-10-28 22:28:08,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,
2022-10-28 22:28:19,Other,SESSION WILL NOT BE RESUMED,,,,,
2022-10-28 22:32:28,Flag,TRACK CLEAR,,CLEAR,Track,,
