Driver,Time,GapToLeader
10,0 days 03:34:28.066000,37.945
10,0 days 03:34:29.792000,37.989
10,0 days 03:34:31.480000,38.004
10,0 days 03:34:36.155000,38.012
10,0 days 03:34:36.178000,38.012
10,0 days 03:34:38.463000,38.013
10,0 days 03:34:42.022000,38.032
10,0 days 03:34:46.625000,38.212
10,0 days 03:34:50.542000,38.527
10,0 days 03:34:54.723000,38.803
10,0 days 03:35:02.331000,39.116
10,0 days 03:35:07.022000,39.381
10,0 days 03:35:10.557000,39.501
10,0 days 03:35:14.260000,39.595
10,0 days 03:35:20.431000,39.831
10,0 days 03:35:24.952000,39.944
10,0 days 03:35:31.502000,40.298
10,0 days 03:35:35.937000,40.349
10,0 days 03:35:39.068000,40.364
10,0 days 03:35:41.673000,40.366
10,0 days 03:35:45.790000,40.678
10,0 days 03:35:52.654000,41.217
10,0 days 03:35:56.349000,41.234
10,0 days 03:35:59.397000,41.241
10,0 days 03:36:04.388000,41.261
10,0 days 03:36:08.373000,41.399
10,0 days 03:36:17.215000,41.677
10,0 days 03:36:18.923000,41.705
10,0 days 03:36:20.571000,41.716
10,0 days 03:36:25.257000,41.748
10,0 days 03:36:27.622000,41.768
10,0 days 03:36:31.223000,41.795
10,0 days 03:36:35.764000,41.842
10,0 days 03:36:39.615000,42.11
10,0 days 03:36:43.849000,42.415
10,0 days 03:36:51.547000,42.867
10,0 days 03:36:56.272000,43.138
10,0 days 03:36:59.803000,43.238
10,0 days 03:37:03.560000,43.431
10,0 days 03:37:09.746000,43.636
10,0 days 03:37:14.236000,43.736
10,0 days 03:37:20.843000,44.087
10,0 days 03:37:25.287000,44.115
10,0 days 03:37:28.387000,44.131
10,0 days 03:37:31.002000,44.157
10,0 days 03:37:35.159000,44.444
10,0 days 03:37:41.778000,44.717
10,0 days 03:37:45.520000,44.737
10,0 days 03:37:48.525000,44.74
10,0 days 03:37:53.524000,44.738
10,0 days 03:37:57.484000,44.779
10,0 days 03:38:06.285000,44.995
10,0 days 03:38:08.042000,45.034
10,0 days 03:38:09.699000,45.045
10,0 days 03:38:14.361000,45.036
10,0 days 03:38:16.703000,45.024
10,0 days 03:38:20.372000,44.997
10,0 days 03:38:24.960000,45.086
10,0 days 03:38:28.956000,45.356
10,0 days 03:38:33.183000,45.643
10,0 days 03:38:40.945000,45.857
10,0 days 03:38:45.859000,46.179
10,0 days 03:38:49.437000,46.298
10,0 days 03:38:53.158000,46.475
10,0 days 03:38:59.514000,46.743
10,0 days 03:39:04.043000,46.954
10,0 days 03:39:10.813000,47.329
10,0 days 03:39:15.302000,47.454
10,0 days 03:39:18.496000,47.496
10,0 days 03:39:21.045000,47.539
10,0 days 03:39:25.237000,47.793
10,0 days 03:39:32.025000,48.103
10,0 days 03:39:35.821000,48.174
10,0 days 03:39:38.822000,48.198
10,0 days 03:39:43.792000,48.198
10,0 days 03:39:47.704000,48.156
10,0 days 03:39:56.618000,48.481
10,0 days 03:39:58.369000,48.542
10,0 days 03:40:00.156000,48.57
10,0 days 03:40:04.746000,48.612
10,0 days 03:40:07.129000,48.625
10,0 days 03:40:10.728000,48.539
10,0 days 03:40:15.280000,48.595
10,0 days 03:40:19.145000,48.729
10,0 days 03:40:23.322000,48.867
10,0 days 03:40:31.204000,49.073
10,0 days 03:40:35.991000,49.327
10,0 days 03:40:39.565000,49.439
10,0 days 03:40:43.263000,49.478
10,0 days 03:40:49.519000,49.669
10,0 days 03:40:53.944000,49.695
10,0 days 03:41:00.651000,50.038
10,0 days 03:41:05.124000,50.104
10,0 days 03:41:08.266000,50.143
10,0 days 03:41:10.890000,50.168
10,0 days 03:41:15.101000,50.309
10,0 days 03:41:21.736000,50.531
10,0 days 03:41:25.445000,50.574
10,0 days 03:41:28.499000,50.597
10,0 days 03:41:33.485000,50.541
10,0 days 03:41:37.480000,50.59
10,0 days 03:41:46.327000,50.858
10,0 days 03:41:48.114000,50.95
10,0 days 03:41:49.822000,50.985
10,0 days 03:41:54.507000,51.027
10,0 days 03:41:56.875000,51.034
10,0 days 03:42:00.501000,50.959
10,0 days 03:42:05.128000,51.029
10,0 days 03:42:09.048000,51.224
10,0 days 03:42:13.314000,51.393
10,0 days 03:42:21.202000,51.707
10,0 days 03:42:26.046000,51.92
10,0 days 03:42:29.629000,52.039
10,0 days 03:42:33.367000,52.172
10,0 days 03:42:39.675000,52.366
10,0 days 03:42:44.114000,52.429
10,0 days 03:42:50.844000,52.708
10,0 days 03:42:55.303000,52.793
10,0 days 03:42:58.424000,52.815
10,0 days 03:43:01.023000,52.828
10,0 days 03:43:05.237000,53.03
10,0 days 03:43:12.138000,53.439
