Driver,Time,GapToLeader
10,0 days 01:31:46.451000,62.402
10,0 days 01:31:49.408000,62.368
10,0 days 01:31:52.941000,62.339
10,0 days 01:31:56.258000,62.312
10,0 days 01:31:58.582000,62.343
10,0 days 01:32:00.205000,62.334
10,0 days 01:32:03.670000,62.34
10,0 days 01:32:05.353000,62.343
10,0 days 01:32:09.319000,62.352
10,0 days 01:32:13.857000,62.235
10,0 days 01:32:18.368000,62.237
10,0 days 01:32:21.060000,62.144
10,0 days 01:32:25.513000,62.172
10,0 days 01:32:29.836000,62.066
10,0 days 01:32:34.801000,61.843
10,0 days 01:32:37.962000,61.609
10,0 days 01:32:47.037000,54.644
10,0 days 01:32:47.047000,54.644
10,0 days 01:32:48.928000,54.603
10,0 days 01:32:54.506000,54.603
10,0 days 01:32:54.546000,54.601
10,0 days 01:32:57.303000,54.603
10,0 days 01:33:01.120000,54.804
10,0 days 01:33:04.810000,54.843
10,0 days 01:33:08.471000,54.871
10,0 days 01:33:10.862000,55.046
10,0 days 01:33:20.296000,55.137
10,0 days 01:33:21.489000,55.178
10,0 days 01:33:25.006000,55.203
10,0 days 01:33:28.243000,55.126
10,0 days 01:33:29.892000,55.219
10,0 days 01:33:32.388000,60.483
10,0 days 01:33:34.743000,55.292
10,0 days 01:33:37.575000,55.317
10,0 days 01:33:41.611000,55.316
10,0 days 01:33:46.188000,55.258
10,0 days 01:33:50.670000,55.246
10,0 days 01:33:53.313000,55.19
10,0 days 01:33:57.654000,55.069
10,0 days 01:34:02.070000,55.018
10,0 days 01:34:07.196000,54.971
10,0 days 01:34:10.602000,54.942
10,0 days 01:34:19.323000,54.941
10,0 days 01:34:21.209000,54.901
10,0 days 01:34:26.808000,54.896
10,0 days 01:34:29.589000,39.962
10,0 days 01:34:33.036000,39.862
10,0 days 01:34:36.637000,39.933
10,0 days 01:34:40.298000,39.95
10,0 days 01:34:42.503000,39.879
10,0 days 01:34:49.817000,40.239
10,0 days 01:34:52.899000,40.415
10,0 days 01:34:56.429000,40.409
10,0 days 01:34:59.742000,40.478
10,0 days 01:35:01.367000,40.608
10,0 days 01:35:03.805000,53.18
10,0 days 01:35:06.107000,40.763
10,0 days 01:35:08.979000,40.737
10,0 days 01:35:12.925000,40.903
10,0 days 01:35:17.463000,40.818
10,0 days 01:35:21.871000,40.695
10,0 days 01:35:24.571000,40.594
10,0 days 01:35:29.029000,40.731
10,0 days 01:35:33.326000,40.828
10,0 days 01:35:38.480000,40.781
10,0 days 01:35:41.852000,40.725
10,0 days 01:35:50.485000,40.727
10,0 days 01:35:52.349000,40.766
10,0 days 01:35:57.996000,40.789
10,0 days 01:36:00.717000,40.784
10,0 days 01:36:04.260000,40.653
10,0 days 01:36:08.012000,40.781
10,0 days 01:36:11.539000,40.771
10,0 days 01:36:13.769000,40.691
10,0 days 01:36:21.143000,41.013
10,0 days 01:36:24.157000,41.133
10,0 days 01:36:27.655000,41.091
10,0 days 01:36:30.922000,41.013
10,0 days 01:36:32.580000,41.135
10,0 days 01:36:35.072000,41.297
10,0 days 01:36:37.347000,41.344
10,0 days 01:36:40.311000,41.34
10,0 days 01:36:44.235000,41.484
10,0 days 01:36:48.808000,41.404
10,0 days 01:36:53.301000,41.304
10,0 days 01:36:55.921000,41.229
10,0 days 01:37:00.280000,41.294
10,0 days 01:37:04.658000,41.394
10,0 days 01:37:09.770000,41.359
10,0 days 01:37:13.146000,41.308
10,0 days 01:37:21.892000,41.53
10,0 days 01:37:23.823000,41.572
10,0 days 01:37:29.454000,41.612
10,0 days 01:37:32.187000,41.587
10,0 days 01:37:35.721000,41.458
10,0 days 01:37:39.349000,41.573
10,0 days 01:37:43.008000,41.594
10,0 days 01:37:45.243000,41.548
10,0 days 01:37:52.722000,41.95
10,0 days 01:37:55.769000,42.116
10,0 days 01:37:59.356000,42.051
10,0 days 01:38:02.629000,42.059
10,0 days 01:38:04.300000,42.193
10,0 days 01:38:06.761000,42.33
10,0 days 01:38:09.054000,42.373
10,0 days 01:38:11.929000,42.4
10,0 days 01:38:15.969000,42.551
10,0 days 01:38:20.488000,42.397
10,0 days 01:38:25.004000,42.294
10,0 days 01:38:27.648000,42.155
10,0 days 01:38:32.084000,42.338
10,0 days 01:38:36.494000,42.466
10,0 days 01:38:41.658000,42.436
10,0 days 01:38:45.010000,42.372
10,0 days 01:38:53.809000,42.464
10,0 days 01:38:55.710000,42.505
10,0 days 01:39:01.311000,42.53
10,0 days 01:39:04.063000,42.506
10,0 days 01:39:07.623000,42.401
10,0 days 01:39:11.328000,42.541
