Driver,Time,GapToLeader
1,0 days 01:31:54.458000,38.482
1,0 days 01:31:56.546000,38.442
1,0 days 01:32:02.937000,38.554
1,0 days 01:32:06.987000,38.596
1,0 days 01:32:08.958000,38.58
1,0 days 01:32:13.904000,38.794
1,0 days 01:32:19.302000,38.978
1,0 days 01:32:24.968000,39.119
1,0 days 01:32:31.797000,39.08
1,0 days 01:32:36.594000,39.224
1,0 days 01:32:43.856000,39.318
1,0 days 01:32:47.098000,39.305
1,0 days 01:32:51.122000,39.227
1,0 days 01:32:52.243000,39.198
1,0 days 01:32:54.742000,39.117
1,0 days 01:32:57.070000,39.038
1,0 days 01:32:59.414000,39.091
1,0 days 01:33:03.363000,39.23
1,0 days 01:33:06.103000,39.287
1,0 days 01:33:09.122000,39.299
1,0 days 01:33:11.827000,39.269
1,0 days 01:33:13.922000,39.219
1,0 days 01:33:20.263000,39.301
1,0 days 01:33:24.263000,39.311
1,0 days 01:33:26.220000,39.27
1,0 days 01:33:31.211000,39.455
1,0 days 01:33:36.628000,39.539
1,0 days 01:33:42.304000,39.767
1,0 days 01:33:49.165000,39.698
1,0 days 01:33:53.883000,39.854
1,0 days 01:34:01.230000,39.936
1,0 days 01:34:04.477000,39.931
1,0 days 01:34:08.442000,39.846
1,0 days 01:34:09.466000,39.816
1,0 days 01:34:12.021000,39.739
1,0 days 01:34:14.307000,39.661
1,0 days 01:34:16.421000,39.699
1,0 days 01:34:20.725000,39.816
1,0 days 01:34:23.639000,40.01
1,0 days 01:34:26.656000,40.055
1,0 days 01:34:29.372000,39.996
1,0 days 01:34:31.375000,39.881
1,0 days 01:34:37.805000,40.071
1,0 days 01:34:41.791000,40.077
1,0 days 01:34:43.724000,40.051
1,0 days 01:34:48.754000,40.309
1,0 days 01:34:54.164000,40.394
1,0 days 01:34:59.876000,40.665
1,0 days 01:35:06.992000,40.738
1,0 days 01:35:11.739000,40.861
1,0 days 01:35:19.143000,41.051
1,0 days 01:35:22.338000,41.034
1,0 days 01:35:26.269000,40.927
1,0 days 01:35:28.487000,40.927
1,0 days 01:35:30.242000,40.927
1,0 days 01:35:32.346000,40.927
1,0 days 01:35:33.487000,40.927
1,0 days 01:35:39.373000,40.927
1,0 days 01:35:52.482000,40.927
1,0 days 01:35:57.845000,40.927
1,0 days 01:36:16.429000,70.33
1,0 days 01:36:18.594000,70.371
1,0 days 01:36:24.936000,60.698
1,0 days 01:36:28.977000,60.668
1,0 days 01:36:30.892000,60.685
1,0 days 01:36:35.829000,61.027
1,0 days 01:36:41.090000,60.822
1,0 days 01:36:46.512000,60.747
1,0 days 01:36:53.231000,60.605
1,0 days 01:36:57.929000,60.667
1,0 days 01:37:04.850000,60.366
1,0 days 01:37:08.040000,60.324
