Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2022-10-29 16:51:43,Other,PINK HEAD PADDING MATERIAL MUST BE USED,,,,,
2022-10-29 17:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2022-10-29 17:11:56,Flag,YELLOW IN TRACK SECTOR 6,,YELLOW,Sector,6.0,
2022-10-29 17:11:57,Other,DRS DISABLED IN ZONE 3,,,,,
2022-10-29 17:11:58,Other,DRS ENABLED IN ZONE 3,,,,,
2022-10-29 17:11:58,Flag,CLEAR IN TRACK SECTOR 6,,CLEAR,Sector,6.0,
2022-10-29 17:12:19,CarEvent,CAR 47 (MSC) OFF TRACK AND CONTINUED AT TURN 4,,,,,47
2022-10-29 17:14:06,Flag,DOUBLE YELLOW IN TRACK SECTOR 11,,DOUBLE YELLOW,Sector,11.0,
2022-10-29 17:14:07,Other,DRS DISABLED IN ZONE 1,,,,,
2022-10-29 17:14:10,Flag,YELLOW IN TRACK SECTOR 11,,YELLOW,Sector,11.0,
2022-10-29 17:14:12,Flag,DOUBLE YELLOW IN TRACK SECTOR 10,,DOUBLE YELLOW,Sector,10.0,
2022-10-29 17:14:17,Flag,DOUBLE YELLOW IN TRACK SECTOR 11,,DOUBLE YELLOW,Sector,11.0,
2022-10-29 17:14:19,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,
2022-10-29 17:14:19,Other,DRS ENABLED IN ZONE 1,,,,,
2022-10-29 17:14:28,Flag,CLEAR IN TRACK SECTOR 10,,CLEAR,Sector,10.0,
2022-10-29 17:14:48,CarEvent,CAR 47 (MSC) SPUN AND CONTINUED AT TURN 10,,,,,47
2022-10-29 17:56:35,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 7,,,,,
2022-10-29 17:56:37,Flag,CLEAR IN TRACK SECTOR 7,,CLEAR,Sector,7.0,
2022-10-29 17:58:30,Flag,YELLOW IN TRACK SECTOR 3,,YELLOW,Sector,3.0,
2022-10-29 17:58:31,Other,DRS DISABLED IN ZONE 2,,,,,
2022-10-29 17:58:32,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,
2022-10-29 17:58:32,Other,DRS ENABLED IN ZONE 2,,,,,
2022-10-29 17:59:10,CarEvent,CAR 22 (TSU) OFF TRACK AND CONTINUED AT TURN 1,,,,,22
2022-10-29 18:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,
2022-10-29 18:00:11,Other,FIRST CAR TO TAKE THE FLAG - CAR 55 (SAI),,,,,
2022-10-29 18:00:25,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 5,,,,,
2022-10-29 18:01:03,Flag,CLEAR IN TRACK SECTOR 5,,CLEAR,Sector,5.0,
