Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2023-06-16 17:15:12,Other,RISK OF RAIN FOR F1 FIRST PRACTICE SESSION IS 30%,,,,,
2023-06-16 17:20:14,Other,PINK HEAD PADDING MATERIAL MUST BE USED,,,,,
2023-06-16 17:30:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-06-16 17:32:48,Flag,YELLOW IN TRACK SECTOR 8,,YELLOW,Sector,8.0,
2023-06-16 17:32:49,Other,DRS DISABLED IN ZONE 1,,,,,
2023-06-16 17:33:17,Flag,DOUBLE YELLOW IN TRACK SECTOR 8,,DOUBLE YELLOW,Sector,8.0,
2023-06-16 17:33:19,Flag,YELLOW IN TRACK SECTOR 7,,YELLOW,Sector,7.0,
2023-06-16 17:34:16,Flag,RED FLAG,,RED,Track,,
2023-06-16 17:34:16,Flag,CLEAR IN TRACK SECTOR 7,,CLEAR,Sector,7.0,
2023-06-16 17:34:16,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,
2023-06-16 18:20:01,Other,SESSION WILL NOT BE RESUMED,,,,,
