Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2023-09-22 02:15:10,Other,RISK OF RAIN FOR F1 FIRST PRACTICE SESSION IS 10%,,,,,
2023-09-22 02:19:47,Other,PINK HEAD PADDING MATERIAL MUST BE USED,,,,,
2023-09-22 02:30:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-09-22 02:35:13,CarEvent,CAR 20 (MAG) MISSED THE APEX OF TURN 16,,,,,20
2023-09-22 02:46:33,CarEvent,CAR 2 (SAR) OFF TRACK AND CONTINUED AT TURN 17,,,,,2
2023-09-22 02:51:15,CarEvent,CAR 2 (SAR) OFF TRACK AND CONTINUED AT TURN 9,,,,,2
2023-09-22 03:07:29,CarEvent,CAR 24 (ZHO) OFF TRACK AND CONTINUED AT TURN 13,,,,,24
2023-09-22 03:28:00,CarEvent,CAR 11 (PER) OFF TRACK AND CONTINUED AT TURN 17,,,,,11
2023-09-22 03:30:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,
2023-09-22 03:30:11,Other,FIRST CAR TO TAKE THE FLAG - CAR 55 (SAI),,,,,
2023-09-22 03:35:07,CarEvent,CAR 16 (LEC) OFF TRACK AND CONTINUED AT TURN 11,,,,,16
