Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2023-10-27 18:15:14,Other,RISK OF RAIN FOR F1 FIRST PRACTICE SESSION IS 0%,,,,,
2023-10-27 18:30:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-10-27 18:41:01,Flag,YELLOW IN TRACK SECTOR 3,,YELLOW,Sector,3.0,
2023-10-27 18:41:03,Other,DRS DISABLED IN ZONE 2,,,,,
2023-10-27 18:41:06,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,
2023-10-27 18:41:06,Other,DRS ENABLED IN ZONE 2,,,,,
2023-10-27 18:41:24,CarEvent,CAR 55 (SAI) OFF TRACK AND CONTINUED AT TURN 1,,,,,55
2023-10-27 18:46:10,CarEvent,CAR 4 (NOR) OFF TRACK AND CONTINUED AT TURN 12,,,,,4
2023-10-27 19:30:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,
2023-10-27 19:30:15,Other,FIRST CAR TO TAKE THE FLAG - CAR 18 (STR),,,,,
