Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2023-07-07 14:55:25,Other,START OF FREE PRACTICE 2 WILL BE DELAYED,,,,,
2023-07-07 15:02:33,Other,FREE PRACTICE 2 WILL START AT 16:05,,,,,
2023-07-07 15:05:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-07-07 15:12:02,CarEvent,CAR 44 (HAM) OFF TRACK AND CONTINUED AT TURN 16,,,,,44
2023-07-07 16:05:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,
2023-07-07 16:05:20,Flag,DOUBLE YELLOW IN TRACK SECTOR 4,,DOUBLE YELLOW,Sector,4.0,
2023-07-07 16:05:23,Other,FIRST CAR TO TAKE THE FLAG - CAR 2 (SAR),,,,,
2023-07-07 16:05:36,Flag,YELLOW IN TRACK SECTOR 3,,YELLOW,Sector,3.0,
2023-07-07 16:05:58,Flag,CLEAR IN TRACK SECTOR 4,,CLEAR,Sector,4.0,
2023-07-07 16:06:02,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,
2023-07-07 16:08:43,Other,DRIVERS BRIEFING TIME 1.5 HOURS AFTER CHEQUERED FLAG -18:35,,,,,
2023-07-07 16:10:04,Other,COVERS ON TIME 2 HOURS AFTER CHEQUERED FLAG - 20:05,,,,,
2023-07-07 16:12:37,Other,CORRECTION: COVERS ON TIME 2 HOURS AFTER CHEQUERED FLAG - 19:05,,,,,
2023-07-07 16:13:14,Other,PARC FERME TIME 3 HOURS AFTER CHEQUERED FLAG - 20:05,,,,,
