Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2023-05-05 17:47:46,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,
2023-05-05 17:49:43,Flag,TRACK CLEAR,,CLEAR,Track,,
2023-05-05 17:55:38,Other,BLUE HEAD PADDING MATERIAL MUST BE USED,,,,,
2023-05-05 18:00:01,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-05-05 18:07:17,CarEvent,CAR 44 (HAM) OFF TRACK AND CONTINUED AT TURN 4,,,,,44
2023-05-05 18:08:48,Flag,YELLOW IN TRACK SECTOR 13,,YELLOW,Sector,13.0,
2023-05-05 18:08:54,Flag,DOUBLE YELLOW IN TRACK SECTOR 13,,DOUBLE YELLOW,Sector,13.0,
2023-05-05 18:08:58,Flag,YELLOW IN TRACK SECTOR 12,,YELLOW,Sector,12.0,
2023-05-05 18:09:00,Other,DRS DISABLED IN ZONE 1,,,,,
2023-05-05 18:09:03,Flag,DOUBLE YELLOW IN TRACK SECTOR 12,,DOUBLE YELLOW,Sector,12.0,
2023-05-05 18:09:18,Flag,DOUBLE YELLOW IN TRACK SECTOR 11,,DOUBLE YELLOW,Sector,11.0,
2023-05-05 18:09:21,Flag,YELLOW IN TRACK SECTOR 12,,YELLOW,Sector,12.0,
2023-05-05 18:09:25,Other,DRS ENABLED IN ZONE 1,,,,,
2023-05-05 18:09:25,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,
2023-05-05 18:09:25,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,
2023-05-05 18:09:25,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,
2023-05-05 18:09:54,Other,TURN 11 INCIDENT INVOLVING CAR 21 (DEV) NOTED - DANGEROUS DRIVING,,,,,
2023-05-05 18:14:31,Other,FIA STEWARDS: TURN 11 INCIDENT INVOLVING CAR 21 (DEV) REVIEWED NO FURTHER INVESTIGATION - DANGEROUS DRIVING,,,,,
2023-05-05 18:15:43,CarEvent,CAR 16 (LEC) MISSED THE APEX OF TURN 11,,,,,16
2023-05-05 18:21:41,CarEvent,CAR 81 (PIA) OFF TRACK AND CONTINUED AT TURN 15,,,,,81
2023-05-05 18:30:49,CarEvent,CAR 22 (TSU) OFF TRACK AND CONTINUED AT TURN 6,,,,,22
2023-05-05 18:33:22,Flag,RED FLAG,,RED,Track,,
2023-05-05 18:41:11,Other,SESSION WILL RESUME AT 14:42,,,,,
2023-05-05 18:41:18,Flag,TRACK CLEAR,,CLEAR,Track,,
2023-05-05 18:41:20,Drs,DRS ENABLED,ENABLED,,,,
2023-05-05 18:42:01,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-05-05 18:51:20,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,
2023-05-05 18:51:21,Other,DRS DISABLED IN ZONE 2,,,,,
2023-05-05 18:51:27,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,
2023-05-05 18:51:27,Other,DRS ENABLED IN ZONE 2,,,,,
2023-05-05 18:51:58,CarEvent,CAR 23 (ALB) OFF TRACK AND CONTINUED AT TURN 17,,,,,23
2023-05-05 18:53:04,CarEvent,CAR 10 (GAS) OFF TRACK AND CONTINUED AT TURN 7,,,,,10
2023-05-05 18:57:49,CarEvent,CAR 22 (TSU) OFF TRACK AND CONTINUED AT TURN 6,,,,,22
2023-05-05 18:58:20,CarEvent,CAR 18 (STR) OFF TRACK AND CONTINUED AT TURN 6,,,,,18
2023-05-05 19:00:01,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,
2023-05-05 19:00:21,Other,FIRST CAR TO TAKE THE FLAG - CAR 14 (ALO),,,,,
2023-05-05 19:06:58,Flag,YELLOW IN TRACK SECTOR 3,,YELLOW,Sector,3.0,
2023-05-05 19:07:13,Flag,DOUBLE YELLOW IN TRACK SECTOR 3,,DOUBLE YELLOW,Sector,3.0,
