Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2023-03-17 16:45:20,Other,RISK OF RAIN FOR F1 SECOND PRACTICE SESSION IS 0%,,,,,
2023-03-17 16:47:08,Other,PINK HEAD PADDING MATERIAL MUST BE USED,,,,,
2023-03-17 17:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-03-17 17:08:46,CarEvent,CAR 11 (PER) MISSED THE APEX OF TURN 2,,,,,11
2023-03-17 17:11:35,Flag,DOUBLE YELLOW IN TRACK SECTOR 18,,DOUBLE YELLOW,Sector,18.0,
2023-03-17 17:11:36,Other,DRS DISABLED IN ZONE 2,,,,,
2023-03-17 17:11:36,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,
2023-03-17 17:11:36,Other,DRS ENABLED IN ZONE 2,,,,,
2023-03-17 17:24:30,Flag,DOUBLE YELLOW IN TRACK SECTOR 10,,DOUBLE YELLOW,Sector,10.0,
2023-03-17 17:24:49,Flag,CLEAR IN TRACK SECTOR 10,,CLEAR,Sector,10.0,
2023-03-17 17:38:18,Flag,BLACK AND WHITE FLAG FOR CAR 21 (DEV) - CROSSING THE LINE AT PIT ENTRY,,BLACK AND WHITE,Driver,,21
2023-03-17 17:53:16,CarEvent,CAR 11 (PER) MISSED THE APEX OF TURN 1,,,,,11
2023-03-17 17:54:20,CarEvent,CAR 16 (LEC) MISSED THE APEX OF TURN 4,,,,,16
2023-03-17 18:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,
2023-03-17 18:00:14,Other,FIRST CAR TO TAKE THE FLAG - CAR 14 (ALO),,,,,
2023-03-17 18:01:37,Flag,DOUBLE YELLOW IN TRACK SECTOR 9,,DOUBLE YELLOW,Sector,9.0,
2023-03-17 18:01:43,Flag,YELLOW IN TRACK SECTOR 8,,YELLOW,Sector,8.0,
2023-03-17 18:01:49,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,
2023-03-17 18:07:00,Flag,TRACK CLEAR,,CLEAR,Track,,
2023-03-17 18:07:00,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,
2023-03-17 18:07:00,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,
