Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2023-09-15 12:45:13,Other,RISK OF RAIN FOR F1 SECOND PRACTICE SESSION IS 0%,,,,,
2023-09-15 12:54:13,Other,BLUE HEAD PADDING MATERIAL MUST BE USED,,,,,
2023-09-15 13:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-09-15 13:29:39,CarEvent,CAR 2 (SAR) OFF TRACK AND CONTINUED AT TURN 19,,,,,2
2023-09-15 14:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,
2023-09-15 14:00:17,Other,FIRST CAR TO TAKE THE FLAG - CAR 81 (PIA),,,,,
2023-09-15 14:08:46,Flag,DOUBLE YELLOW IN TRACK SECTOR 9,,DOUBLE YELLOW,Sector,9.0,
2023-09-15 14:09:23,Flag,CLEAR IN TRACK SECTOR 9,,CLEAR,Sector,9.0,
2023-09-15 14:09:28,Flag,DOUBLE YELLOW IN TRACK SECTOR 9,,DOUBLE YELLOW,Sector,9.0,
2023-09-15 14:09:32,Flag,DOUBLE YELLOW IN TRACK SECTOR 6,,DOUBLE YELLOW,Sector,6.0,
2023-09-15 14:09:33,Other,DRS DISABLED IN ZONE 1,,,,,
2023-09-15 14:09:39,Flag,CLEAR IN TRACK SECTOR 6,,CLEAR,Sector,6.0,
2023-09-15 14:09:39,Other,DRS ENABLED IN ZONE 1,,,,,
