Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2023-09-01 14:45:15,Other,RISK OF RAIN FOR F1 SECOND PRACTICE SESSION IS 0%,,,,,
2023-09-01 14:49:49,Other,PINK HEAD PADDING MATERIAL MUST BE USED,,,,,
2023-09-01 15:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-09-01 15:03:20,Flag,RED FLAG,,RED,Track,,
2023-09-01 15:08:43,Other,SESSION WILL RESUME AT 17:10,,,,,
2023-09-01 15:09:01,Flag,TRACK CLEAR,,CLEAR,Track,,
2023-09-01 15:09:02,Drs,DRS ENABLED,ENABLED,,,,
2023-09-01 15:10:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-09-01 15:16:08,CarEvent,CAR 81 (PIA) MISSED THE APEX OF TURN 5,,,,,81
2023-09-01 15:22:44,CarEvent,CAR 10 (GAS) MISSED THE APEX OF TURN 5,,,,,10
2023-09-01 15:35:29,Flag,DOUBLE YELLOW IN TRACK SECTOR 15,,DOUBLE YELLOW,Sector,15.0,
2023-09-01 15:35:31,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,
2023-09-01 15:47:46,CarEvent,CAR 40 (LAW) MISSED THE APEX OF TURN 5,,,,,40
2023-09-01 15:48:21,CarEvent,CAR 27 (HUL) MISSED THE APEX OF TURN 1,,,,,27
2023-09-01 15:48:53,CarEvent,CAR 81 (PIA) MISSED THE APEX OF TURN 1,,,,,81
2023-09-01 15:50:36,Flag,DOUBLE YELLOW IN TRACK SECTOR 16,,DOUBLE YELLOW,Sector,16.0,
2023-09-01 15:50:41,Flag,YELLOW IN TRACK SECTOR 15,,YELLOW,Sector,15.0,
2023-09-01 15:50:41,Flag,DOUBLE YELLOW IN TRACK SECTOR 17,,DOUBLE YELLOW,Sector,17.0,
2023-09-01 15:51:01,Flag,RED FLAG,,RED,Track,,
2023-09-01 15:51:01,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,
2023-09-01 15:51:01,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,
2023-09-01 15:51:01,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,
2023-09-01 15:55:01,Other,SESSION WILL RESUME AT 17:56,,,,,
2023-09-01 15:55:12,Flag,TRACK CLEAR,,CLEAR,Track,,
2023-09-01 15:55:13,Drs,DRS ENABLED,ENABLED,,,,
2023-09-01 15:56:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-09-01 15:59:03,CarEvent,CAR 4 (NOR) MISSED THE APEX OF TURN 1,,,,,4
2023-09-01 16:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,
2023-09-01 16:00:25,Other,FIRST CAR TO TAKE THE FLAG - CAR 23 (ALB),,,,,
2023-09-01 16:01:13,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,
2023-09-01 16:01:33,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,
2023-09-01 16:01:45,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,
2023-09-01 16:02:12,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,
2023-09-01 16:02:24,Flag,TRACK CLEAR,,CLEAR,Track,,
2023-09-01 16:02:26,Drs,DRS ENABLED,ENABLED,,,,
