Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2023-03-03 14:45:14,Other,RISK OF RAIN FOR F1 SECOND PRACTICE SESSION IS 0%,,,,,
2023-03-03 15:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-03-03 15:11:12,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,
2023-03-03 15:11:13,Other,DRS DISABLED IN ZONE 3,,,,,
2023-03-03 15:11:21,Other,DRS ENABLED IN ZONE 3,,,,,
2023-03-03 15:11:21,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,
2023-03-03 15:11:30,CarEvent,CAR 81 (PIA) OFF TRACK AND CONTINUED AT TURN 1,,,,,81
2023-03-03 15:26:35,Other,PIT LANE INCIDENT INVOLVING CARS 4 (NOR) AND 22 (TSU) NOTED - UNSAFE RELEASE,,,,,
2023-03-03 15:28:30,Other,CORRECTION: PIT LANE INCIDENT INVOLVING CARS 4 (NOR) AND 21 (DEV) NOTED - UNSAFE RELEASE,,,,,
2023-03-03 15:39:59,CarEvent,CAR 2 (SAR) OFF TRACK AND CONTINUED AT TURN 10,,,,,2
2023-03-03 15:41:00,Other,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CARS 4 (NOR) AND 21 (DEV) WILL BE INVESTIGATED AFTER THE SESSION - UNSAFE RELEASE,,,,,
2023-03-03 15:44:46,CarEvent,CAR 14 (ALO) OFF TRACK AND CONTINUED AT TURN 10,,,,,14
2023-03-03 16:00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,
2023-03-03 16:00:15,Other,FIRST CAR TO TAKE THE FLAG - CAR 10 (GAS),,,,,
2023-03-03 16:15:17,Other,RISK OF RAIN FOR F2 QUALIFYING SESSION IS 0%,,,,,
