Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2023-05-26 11:30:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-05-26 11:36:44,Flag,DOUBLE YELLOW IN TRACK SECTOR 16,,DOUBLE YELLOW,Sector,16.0,
2023-05-26 11:36:46,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,
2023-05-26 12:03:57,Other,INCIDENT INVOLVING CAR 2 (SAR) NOTED - RELEASED IN AN UNSAFE CONDITION ,,,,,
2023-05-26 12:05:30,Flag,YELLOW IN TRACK SECTOR 13,,YELLOW,Sector,13.0,
2023-05-26 12:05:33,Flag,DOUBLE YELLOW IN TRACK SECTOR 13,,DOUBLE YELLOW,Sector,13.0,
2023-05-26 12:05:45,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,
2023-05-26 12:07:05,Flag,RED FLAG,,RED,Track,,
2023-05-26 12:09:20,Flag,TRACK CLEAR,,CLEAR,Track,,
2023-05-26 12:09:36,Other,SESSION WILL RESUME AT 14:10,,,,,
2023-05-26 12:09:38,Drs,DRS ENABLED,ENABLED,,,,
2023-05-26 12:10:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-05-26 12:16:54,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,
2023-05-26 12:16:56,Other,DRS DISABLED IN ZONE 1,,,,,
2023-05-26 12:17:04,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,
2023-05-26 12:17:04,Other,DRS ENABLED IN ZONE 1,,,,,
2023-05-26 12:26:06,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,
2023-05-26 12:26:07,Other,DRS DISABLED IN ZONE 1,,,,,
2023-05-26 12:26:07,Flag,DOUBLE YELLOW IN TRACK SECTOR 2,,DOUBLE YELLOW,Sector,2.0,
2023-05-26 12:26:16,Flag,RED FLAG,,RED,Track,,
2023-05-26 12:26:17,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,
2023-05-26 12:27:02,Other,SESSION WILL NOT BE RESUMED,,,,,
2023-05-26 12:28:20,Flag,TRACK CLEAR,,CLEAR,Track,,
2023-05-26 12:32:51,Flag,DOUBLE YELLOW IN TRACK SECTOR 2,,DOUBLE YELLOW,Sector,2.0,
