Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2023-05-05 21:15:19,Other,RISK OF RAIN FOR F1 SECOND PRACTICE SESSION IS 0%,,,,,
2023-05-05 21:30:01,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-05-05 21:37:05,Flag,YELLOW IN TRACK SECTOR 15,,YELLOW,Sector,15.0,
2023-05-05 21:37:06,Flag,DOUBLE YELLOW IN TRACK SECTOR 15,,DOUBLE YELLOW,Sector,15.0,
2023-05-05 21:37:16,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,
2023-05-05 21:37:16,Flag,YELLOW IN TRACK SECTOR 14,,YELLOW,Sector,14.0,
2023-05-05 21:37:18,Flag,CLEAR IN TRACK SECTOR 14,,CLEAR,Sector,14.0,
2023-05-05 21:37:41,CarEvent,CAR 20 (MAG) SPUN AND CONTINUED AT TURN 14,,,,,20
2023-05-05 21:39:03,CarEvent,CAR 44 (HAM) MISSED THE APEX OF TURN 14,,,,,44
2023-05-05 21:48:04,Flag,BLACK AND WHITE FLAG FOR CAR 11 (PER) - CROSSING THE LINE AT PIT ENTRY,,BLACK AND WHITE,Driver,,11
2023-05-05 22:02:50,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,
2023-05-05 22:02:51,Other,DRS DISABLED IN ZONE 2,,,,,
2023-05-05 22:02:56,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,
2023-05-05 22:02:56,Other,DRS ENABLED IN ZONE 2,,,,,
2023-05-05 22:03:23,CarEvent,CAR 23 (ALB) OFF TRACK AND CONTINUED AT TURN 17,,,,,23
2023-05-05 22:16:50,Flag,YELLOW IN TRACK SECTOR 12,,YELLOW,Sector,12.0,
2023-05-05 22:16:51,Other,DRS DISABLED IN ZONE 1,,,,,
2023-05-05 22:16:55,Other,DRS ENABLED IN ZONE 1,,,,,
2023-05-05 22:16:55,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,
2023-05-05 22:17:20,CarEvent,CAR 63 (RUS) SPUN AND CONTINUED AT TURN 11,,,,,63
2023-05-05 22:19:39,Flag,YELLOW IN TRACK SECTOR 7,,YELLOW,Sector,7.0,
2023-05-05 22:20:01,Flag,RED FLAG,,RED,Track,,
2023-05-05 22:20:01,Flag,CLEAR IN TRACK SECTOR 7,,CLEAR,Sector,7.0,
2023-05-05 22:24:38,Other,SESSION WILL RESUME AT 18:26,,,,,
2023-05-05 22:24:46,Flag,TRACK CLEAR,,CLEAR,Track,,
2023-05-05 22:24:47,Drs,DRS ENABLED,ENABLED,,,,
2023-05-05 22:26:01,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-05-05 22:30:01,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,
2023-05-05 22:30:21,Other,FIRST CAR TO TAKE THE FLAG - CAR 27 (HUL),,,,,
