Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2023-03-17 13:15:12,Other,RISK OF RAIN FOR F1 FIRST PRACTICE SESSION IS 0%,,,,,
2023-03-17 13:23:30,Other,DRS DISABLED IN ZONE 2,,,,,
2023-03-17 13:23:30,Other,DRS ENABLED IN ZONE 2,,,,,
2023-03-17 13:28:17,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 3,,,,,
2023-03-17 13:28:18,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,
2023-03-17 13:29:37,Flag,DOUBLE YELLOW IN TRACK SECTOR 13,,DOUBLE YELLOW,Sector,13.0,
2023-03-17 13:29:38,Other,DRS DISABLED IN ZONE 1,,,,,
2023-03-17 13:29:39,Other,DRS ENABLED IN ZONE 1,,,,,
2023-03-17 13:29:39,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,
2023-03-17 13:30:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-03-17 13:43:41,CarEvent,CAR 23 (ALB) OFF TRACK AND CONTINUED AT TURN 8,,,,,23
2023-03-17 14:01:32,CarEvent,CAR 44 (HAM) MISSED THE APEX OF TURN 2,,,,,44
2023-03-17 14:21:09,Flag,BLACK AND WHITE FLAG FOR CAR 4 (NOR) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS,,BLACK AND WHITE,Driver,,4
2023-03-17 14:30:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,
2023-03-17 14:30:06,Other,FIRST CAR TO TAKE THE FLAG - CAR 55 (SAI),,,,,
2023-03-17 14:31:49,Flag,DOUBLE YELLOW IN TRACK SECTOR 19,,DOUBLE YELLOW,Sector,19.0,
2023-03-17 14:31:51,Other,DRS DISABLED IN ZONE 2,,,,,
2023-03-17 14:31:55,Flag,YELLOW IN TRACK SECTOR 18,,YELLOW,Sector,18.0,
2023-03-17 14:32:00,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,
2023-03-17 14:37:07,Flag,TRACK CLEAR,,CLEAR,Track,,
2023-03-17 14:37:07,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,
2023-03-17 14:37:07,Flag,CLEAR IN TRACK SECTOR 19,,CLEAR,Sector,19.0,
2023-03-17 14:37:20,Flag,DOUBLE YELLOW IN TRACK SECTOR 6,,DOUBLE YELLOW,Sector,6.0,
2023-03-17 14:37:58,Flag,CLEAR IN TRACK SECTOR 6,,CLEAR,Sector,6.0,
2023-03-17 14:38:37,Flag,DOUBLE YELLOW IN TRACK SECTOR 4,,DOUBLE YELLOW,Sector,4.0,
2023-03-17 14:45:23,Other,RISK OF RAIN FOR F2 QUALIFYING SESSION IS 0%,,,,,
