Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2023-07-08 10:15:16,Other,RISK OF RAIN FOR F1 THIRD PRACTICE SESSION IS 90%,,,,,
2023-07-08 10:29:27,Other,PINK HEAD PADDING MATERIAL MUST BE USED,,,,,
2023-07-08 10:30:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-07-08 10:31:54,Other,PIT LANE INCIDENT INVOLVING CAR 4 (NOR) NOTED ,,,,,
2023-07-08 10:34:08,Other,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CAR 4 (NOR) UNDER INVESTIGATION ,,,,,
2023-07-08 10:53:18,Other,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CAR 4 (NOR) WILL BE INVESTIGATED AFTER THE SESSION ,,,,,
2023-07-08 10:54:04,Other,WET TRACK,,,,,
2023-07-08 10:56:23,Other,LOW GRIP CONDITIONS,,,,,
2023-07-08 10:57:03,Drs,DRS DISABLED,DISABLED,,,,
2023-07-08 10:57:29,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 5,,,,,
2023-07-08 10:57:35,Flag,CLEAR IN TRACK SECTOR 5,,CLEAR,Sector,5.0,
2023-07-08 11:08:01,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 8,,,,,
2023-07-08 11:08:03,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,
2023-07-08 11:30:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,
2023-07-08 11:30:20,Other,FIRST CAR TO TAKE THE FLAG - CAR 63 (RUS),,,,,
2023-07-08 11:31:25,Flag,YELLOW IN TRACK SECTOR 17,,YELLOW,Sector,17.0,
2023-07-08 11:31:28,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,
2023-07-08 11:32:18,CarEvent,CAR 16 (LEC) SPUN AND CONTINUED AT TURN 18,,,,,16
