Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2023-04-01 01:15:18,Other,RISK OF RAIN FOR F1 THIRD PRACTICE SESSION IS 30%,,,,,
2023-04-01 01:18:23,Other,DRS DISABLED IN ZONE 3,,,,,
2023-04-01 01:18:24,Other,DRS ENABLED IN ZONE 3,,,,,
2023-04-01 01:18:26,Other,DRS DISABLED IN ZONE 3,,,,,
2023-04-01 01:21:26,Other,LIGHT BLUE HEAD PADDING MATERIAL MUST BE USED,,,,,
2023-04-01 01:30:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-04-01 01:59:16,Flag,YELLOW IN TRACK SECTOR 19,,YELLOW,Sector,19.0,
2023-04-01 01:59:33,Flag,CLEAR IN TRACK SECTOR 19,,CLEAR,Sector,19.0,
2023-04-01 01:59:48,CarEvent,CAR 20 (MAG) OFF TRACK AND CONTINUED AT TURN 13,,,,,20
2023-04-01 02:02:43,Flag,RED FLAG,,RED,Track,,
2023-04-01 02:05:11,Other,SESSION WILL RESUME AT 13:06,,,,,
2023-04-01 02:05:13,Flag,TRACK CLEAR,,CLEAR,Track,,
2023-04-01 02:05:14,Drs,DRS ENABLED,ENABLED,,,,
2023-04-01 02:06:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-04-01 02:08:11,CarEvent,CAR 11 (PER) OFF TRACK AND CONTINUED AT TURN 3,,,,,11
2023-04-01 02:16:07,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,
2023-04-01 02:16:08,Other,DRS DISABLED IN ZONE 3,,,,,
2023-04-01 02:16:20,Other,DRS ENABLED IN ZONE 3,,,,,
2023-04-01 02:16:20,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,
2023-04-01 02:16:22,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,
2023-04-01 02:16:23,Other,DRS DISABLED IN ZONE 3,,,,,
2023-04-01 02:16:29,Flag,DOUBLE YELLOW IN TRACK SECTOR 2,,DOUBLE YELLOW,Sector,2.0,
2023-04-01 02:16:33,Flag,YELLOW IN TRACK SECTOR 1,,YELLOW,Sector,1.0,
2023-04-01 02:16:57,Other,DRS ENABLED IN ZONE 3,,,,,
2023-04-01 02:16:57,Flag,CLEAR IN TRACK SECTOR 1,,CLEAR,Sector,1.0,
2023-04-01 02:16:57,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,
2023-04-01 02:16:58,CarEvent,CAR 24 (ZHO) SPUN AND CONTINUED AT TURN 2,,,,,24
2023-04-01 02:19:08,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,
2023-04-01 02:19:15,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,
2023-04-01 02:25:56,Flag,YELLOW IN TRACK SECTOR 2,,YELLOW,Sector,2.0,
2023-04-01 02:25:57,Other,DRS DISABLED IN ZONE 3,,,,,
2023-04-01 02:25:58,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,
2023-04-01 02:25:58,Other,DRS ENABLED IN ZONE 3,,,,,
2023-04-01 02:28:09,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 2,,,,,
2023-04-01 02:28:23,CarEvent,CAR 11 (PER) OFF TRACK AND CONTINUED AT TURN 1,,,,,11
2023-04-01 02:29:26,Other,WET TRACK,,,,,
2023-04-01 02:30:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,
2023-04-01 02:30:25,Other,FIRST CAR TO TAKE THE FLAG - CAR 16 (LEC),,,,,
2023-04-01 02:32:13,Other,INCIDENT INVOLVING CAR 81 (PIA) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,,,,,
2023-04-01 02:32:37,Other,FIA STEWARDS: INCIDENT INVOLVING CAR 81 (PIA) UNDER INVESTIGATION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – PRACTICE START INFRINGEMENT,,,,,
2023-04-01 02:32:49,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,
2023-04-01 02:41:30,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 7,,,,,
2023-04-01 02:41:34,Flag,CLEAR IN TRACK SECTOR 7,,CLEAR,Sector,7.0,
2023-04-01 02:41:40,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 5,,,,,
2023-04-01 02:41:48,Flag,CLEAR IN TRACK SECTOR 5,,CLEAR,Sector,5.0,
