Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2024-03-01 16:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2024-03-01 16:04:42,Other,CAR 10 (GAS) TIME 1:32.434 DELETED - TRACK LIMITS AT TURN 13 LAP 3 19:03:46,,,,,,
2024-03-01 16:18:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2024-03-01 16:18:13,Other,FIRST CAR TO TAKE THE FLAG - CAR 22 (TSU),,,,,,
2024-03-01 16:22:07,Other,FIA STEWARDS: INCIDENT INVOLVING CARS 63 (RUS) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME,,,,,,
2024-03-01 16:25:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2024-03-01 16:30:24,Other,CAR 20 (MAG) TIME 1:31.170 DELETED - TRACK LIMITS AT TURN 7 LAP 9 19:29:18,,,,,,
2024-03-01 16:32:19,Other,FIA STEWARDS: INCIDENT INVOLVING CARS 63 (RUS) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME,,,,,,
2024-03-01 16:40:01,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2024-03-01 16:40:12,Other,FIRST CAR TO TAKE THE FLAG - CAR 16 (LEC),,,,,,
2024-03-01 16:48:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2024-03-01 17:00:01,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2024-03-01 17:00:27,Other,FIRST CAR TO TAKE THE FLAG - CAR 63 (RUS),,,,,,
2024-03-01 17:03:23,Other,FIA STEWARDS: INCIDENT INVOLVING CARS 63 (RUS) NO FURTHER ACTION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME,,,,,,
