Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2024-10-25 22:00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2024-10-25 22:06:00,Flag,YELLOW IN TRACK SECTOR 3,,YELLOW,Sector,3.0,,
2024-10-25 22:06:01,Other,DRS DISABLED IN ZONE 2,,,,,,
2024-10-25 22:06:07,Other,DRS ENABLED IN ZONE 2,,,,,,
2024-10-25 22:06:07,Flag,CLEAR IN TRACK SECTOR 3,,CLEAR,Sector,3.0,,
2024-10-25 22:12:27,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 10,,,,,,
2024-10-25 22:12:28,Flag,DOUBLE YELLOW IN TRACK SECTOR 10,,DOUBLE YELLOW,Sector,10.0,,
2024-10-25 22:12:32,Flag,RED FLAG,,RED,Track,,,
2024-10-25 22:12:32,Flag,CLEAR IN TRACK SECTOR 10,,CLEAR,Sector,10.0,,
2024-10-25 22:12:43,Other,MEDICAL CAR DEPLOYED,,,,,,
2024-10-25 22:34:51,Other,SESSION WILL RESUME AT 16:36,,,,,,
2024-10-25 22:35:00,Flag,TRACK CLEAR,,CLEAR,Track,,,
2024-10-25 22:35:03,Drs,DRS ENABLED,ENABLED,,,,,
2024-10-25 22:36:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2024-10-25 22:36:29,Flag,DOUBLE YELLOW IN TRACK SECTOR 16,,DOUBLE YELLOW,Sector,16.0,,
2024-10-25 22:36:31,Flag,CLEAR IN TRACK SECTOR 16,,CLEAR,Sector,16.0,,
2024-10-25 22:43:53,Flag,YELLOW IN TRACK SECTOR 11,,YELLOW,Sector,11.0,,
2024-10-25 22:43:54,Other,DRS DISABLED IN ZONE 1,,,,,,
2024-10-25 22:43:55,Other,DRS ENABLED IN ZONE 1,,,,,,
2024-10-25 22:43:55,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,,
2024-10-25 23:30:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2024-10-25 23:30:08,Other,FIRST CAR TO TAKE THE FLAG - CAR 16 (LEC),,,,,,
