Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber,Lap
2024-05-17 11:30:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2024-05-17 11:48:54,Flag,DOUBLE YELLOW IN TRACK SECTOR 12,,DOUBLE YELLOW,Sector,12.0,,
2024-05-17 11:49:05,Flag,DOUBLE YELLOW IN TRACK SECTOR 13,,DOUBLE YELLOW,Sector,13.0,,
2024-05-17 11:49:12,Flag,YELLOW IN TRACK SECTOR 11,,YELLOW,Sector,11.0,,
2024-05-17 11:49:17,Flag,RED FLAG,,RED,Track,,,
2024-05-17 11:49:18,Flag,CLEAR IN TRACK SECTOR 11,,CLEAR,Sector,11.0,,
2024-05-17 11:49:18,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,
2024-05-17 11:49:18,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,
2024-05-17 11:54:26,Flag,TRACK CLEAR,,CLEAR,Track,,,
2024-05-17 11:54:28,Drs,DRS ENABLED,ENABLED,,,,,
2024-05-17 11:54:30,Other,SESSION WILL RESUME AT 13:55,,,,,,
2024-05-17 11:55:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,
2024-05-17 12:30:01,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,
2024-05-17 12:30:10,Other,FIRST CAR TO TAKE THE FLAG - CAR 77 (BOT),,,,,,
2024-05-17 12:49:54,Other,RISK OF RAIN FOR F3 QUALIFYING SESSION IS 0%,,,,,,
2024-05-17 12:51:16,Other,RISK OF RAIN FOR F3 QUALIFYING SESSION IS 0%,,,,,,
